frame,timestamp,src_mac,format,channel_width_mhz,num_rx,num_tx,num_subcarriers,rssi1,rssi2,csi_data_size,rate_n_flag
1069,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,71,448,180743
1070,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49681
1071,0,22:6e:45:de:34:20,HT,20,2,2,56,75,74,896,49681
1072,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1073,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49681
1074,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1075,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,74,448,180742
1076,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180742
1077,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49667
1078,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49681
1079,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
1080,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
1081,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
1082,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1083,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1084,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49681
1085,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49681
1086,0,22:6e:45:de:34:20,HT,20,2,2,56,75,83,896,49680
1087,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49680
1088,0,22:6e:45:de:34:20,HT,20,2,2,56,72,77,896,49681
1089,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49680
1090,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1091,0,22:6e:45:de:34:20,HT,20,2,2,56,76,76,896,49682
1092,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1093,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1094,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1095,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
1096,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1097,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
1098,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1099,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1100,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
1101,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1102,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49664
1103,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49682
1104,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49682
1105,0,22:6e:45:de:34:20,HT,20,2,2,56,75,74,896,49680
1106,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1107,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1108,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1109,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1110,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49669
1111,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49669
1112,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49667
1113,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1114,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49680
1115,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1116,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1117,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49682
1118,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49682
1119,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49680
1120,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49664
1121,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49682
1122,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1123,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49682
1124,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1125,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49682
1126,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
1127,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1128,0,46:1f:1f:07:8b:eb,HT,20,2,2,56,73,77,896,49682
1129,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49680
1130,0,22:6e:45:de:34:20,HT,20,2,2,56,73,79,896,49682
1131,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,71,448,49671
1132,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1133,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,71,448,49671
1134,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,70,448,49671
1135,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
1136,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49682
1137,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1138,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1139,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1140,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1141,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1142,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49664
1143,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49682
1144,0,22:6e:45:de:34:20,HT,20,2,2,56,76,76,896,49680
1145,0,22:6e:45:de:34:20,HT,20,2,2,56,76,78,896,49680
1146,0,22:6e:45:de:34:20,HT,20,2,1,56,75,81,448,49664
1147,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1148,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1149,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
1150,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
1151,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1152,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1153,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1154,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1155,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49669
1156,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49669
1157,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49667
1158,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
1159,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1160,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49681
1161,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49671
1162,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,72,448,49671
1163,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1164,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1165,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1166,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1167,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49683
1168,0,22:6e:45:de:34:20,HT,20,2,2,56,76,77,896,49683
1169,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,67,448,49671
1170,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49681
1171,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,67,448,49671
1172,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1173,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1174,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1175,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1176,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1177,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1178,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49683
1179,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49683
1180,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49683
1181,0,22:6e:45:de:34:20,HT,20,2,2,56,76,78,896,49681
1182,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1183,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49664
1184,0,68:72:51:58:79:97,HT,20,2,1,56,77,79,448,180740
1185,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49664
1186,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1187,0,22:6e:45:de:34:20,HT,20,2,2,56,76,77,896,49683
1188,0,22:6e:45:de:34:20,HT,20,2,2,56,74,80,896,49681
1189,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49681
1190,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1191,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49664
1192,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49664
1193,0,22:6e:45:de:34:20,HT,20,2,2,56,76,78,896,49683
1194,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,70,448,49671
1195,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1196,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
1197,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1198,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1199,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1200,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1201,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1202,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1203,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1204,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1205,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1206,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1207,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1208,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
1209,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1210,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1211,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
1212,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
1213,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49683
1214,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,72,448,49671
1215,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,71,448,49671
1216,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49680
1217,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49683
1218,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49682
1219,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1220,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1221,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1222,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49681
1223,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49680
1224,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49681
1225,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1226,0,68:72:51:58:79:97,HT,20,2,1,56,78,78,448,180742
1227,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1228,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
1229,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
1230,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
1231,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1232,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1233,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
1234,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1235,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49669
1236,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,71,448,49667
1237,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,71,448,49667
1238,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
1239,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49669
1240,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49671
1241,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49671
1242,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49671
1243,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49681
1244,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1245,0,22:6e:45:de:34:20,HT,20,2,2,56,73,75,896,49682
1246,0,22:6e:45:de:34:20,HT,20,2,2,56,73,76,896,49682
1247,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1248,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49671
1249,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1250,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
1251,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49681
1252,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1253,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,74,448,49671
1254,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49680
1255,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
1256,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,74,448,180742
1257,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
1258,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1259,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1260,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49669
1261,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49669
1262,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1263,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
1264,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,74,448,49671
1265,0,22:6e:45:de:34:20,HT,20,2,2,56,76,76,896,49680
1266,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49680
1267,0,68:72:51:58:79:97,HT,20,2,1,56,77,79,448,180739
1268,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49684
1269,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1270,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1271,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1272,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
1273,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1274,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1275,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1276,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1277,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1278,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1279,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49682
1280,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1281,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1282,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1283,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1284,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1285,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1286,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,75,448,180743
1287,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,75,448,180742
1288,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1289,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
1290,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49669
1291,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49681
1292,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49684
1293,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,75,448,180743
1294,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1295,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1296,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1297,0,22:6e:45:de:34:20,HT,20,2,2,56,77,76,896,49683
1298,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49682
1299,0,22:6e:45:de:34:20,HT,20,2,2,56,76,76,896,49681
1300,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49683
1301,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49682
1302,0,22:6e:45:de:34:20,HT,20,2,2,56,75,80,896,49681
1303,0,22:6e:45:de:34:20,HT,20,2,2,56,74,80,896,49681
1304,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49682
1305,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49683
1306,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49683
1307,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49682
1308,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1309,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49669
1310,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49669
1311,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
1312,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
1313,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49683
1314,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1315,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1316,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,67,448,49671
1317,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49669
1318,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,67,448,49669
1319,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1320,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1321,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49669
1322,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49669
1323,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49667
1324,0,22:6e:45:de:34:20,HT,20,2,2,56,75,81,896,49682
1325,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1326,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1327,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49682
1328,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49681
1329,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1330,0,22:6e:45:de:34:20,HT,20,2,2,56,74,80,896,49683
1331,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49683
1332,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49683
1333,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49683
1334,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49683
1335,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1336,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1337,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49681
1338,0,22:6e:45:de:34:20,HT,20,2,2,56,74,74,896,49680
1339,0,22:6e:45:de:34:20,HT,20,2,2,56,75,74,896,49682
1340,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1341,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
1342,0,22:6e:45:de:34:20,HT,20,2,2,56,76,75,896,49682
1343,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49682
1344,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49682
1345,0,22:6e:45:de:34:20,HT,20,2,2,56,76,77,896,49680
1346,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49664
1347,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180743
1348,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180742
1349,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,75,448,180742
1350,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1351,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1352,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1353,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1354,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49680
1355,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1356,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1357,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1358,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1359,0,22:6e:45:de:34:20,HT,20,2,2,56,75,81,896,49682
1360,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49680
1361,0,22:6e:45:de:34:20,HT,20,2,2,56,73,81,896,49682
1362,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,74,448,49671
1363,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49664
1364,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1365,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
1366,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1367,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49682
1368,0,68:72:51:58:79:97,HT,20,2,1,56,77,80,448,180739
1369,0,22:6e:45:de:34:20,HT,20,2,2,56,72,77,896,49680
1370,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1371,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1372,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1373,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1374,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49680
1375,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49682
1376,0,22:6e:45:de:34:20,HT,20,2,2,56,77,76,896,49682
1377,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1378,0,22:6e:45:de:34:20,HT,20,2,2,56,76,76,896,49680
1379,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49664
1380,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1381,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49682
1382,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49680
1383,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,69,448,49671
1384,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1385,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1386,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1387,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1388,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1389,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49671
1390,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49669
1391,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49664
1392,0,22:6e:45:de:34:20,HT,20,2,2,56,75,80,896,49680
1393,0,22:6e:45:de:34:20,HT,20,2,2,56,74,80,896,49682
1394,0,22:6e:45:de:34:20,HT,20,2,2,56,75,80,896,49682
1395,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49680
1396,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1397,0,22:6e:45:de:34:20,HT,20,2,2,56,73,76,896,49680
1398,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49664
1399,0,22:6e:45:de:34:20,HT,20,2,2,56,72,79,896,49682
1400,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49682
1401,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
1402,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
1403,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
1404,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
1405,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49682
1406,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49683
1407,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49681
1408,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49669
1409,0,22:6e:45:de:34:20,HT,20,2,1,56,75,79,448,49666
1410,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49669
1411,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
1412,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
